Blake Boda,6,12489,0,0
Ja'Quinden Jackson,6,7268,0,1
Rodney Hill,6,1960,0,1
Jordan Anthony,6,6562,0,2
Khafre Brown,6,10093,0,2
Keyshawn Blackstock,6,3666,0,4
Fernando Carmona,6,5759,0,4
Addison Nichols,6,6373,0,4
Joe More,6,6160,0,4
Timothy Dawn,6,770,0,4
Xavian Sorey,6,2102,0,6
Anthony Switzer,6,7341,0,6
Stephen Dix,6,3251,0,6
Doneiko Slaughter,6,6402,0,7
Marquise Robinson,6,11218,0,7
Miguel Mitchell,6,1929,0,7
Matthew Shipley,6,2274,0,8
Timmy McClain,7,1325,0,0
Malik Hornsby,7,15265,0,0
Hunter Summers,7,6725,0,2
E.J. Ndoma-Ogar,7,3944,0,4
Noah Collins,7,2208,0,5
Micaiah Overton,7,6536,0,5
Marvin Ham,7,1578,0,6
Keandre Lambert-Sm,9,5340,0,2
Robert Lewis,9,11362,0,2
Sam Jackson,9,1228,0,2
Rico Walker,9,3300,0,3
Percy Lewis,9,3889,0,4
Gage Keys,9,2734,0,5
Keyron Crawford,9,537,0,5
Isaiah Raikes,9,6578,0,5
Trill Carter,9,6493,0,5
Dorian Mausi,9,1705,0,6
Fa'Najae Gotay,9,3293,0,6
Jerrin Thompson,9,6445,0,7
Jahquez Robinson,9,1607,0,7
Antonio Kite,9,276,0,7
Norman Massey,10,4592,0,7
George Udo,10,1425,0,7
Ashtyn Hawkins,11,15264,0,2
Jamaal Bell,11,4137,0,2
Sidney Fugar,11,5938,0,4
Colton Thomasson,11,6543,0,4
Steve Linton,11,6585,0,5
RaRa Dillworth,11,1818,0,6
Kendrick Simpkins,11,14828,0,7
Lorando Johnson,11,425,0,7
Malachi Nelson,12,7206,0,0
Cam Camper,12,2556,0,2
Jake Steele,12,5763,0,4
Jeremiah Earby,12,1248,0,7
Davon Banks,12,7720,0,7
Treshaun Ward,13,2817,0,1
Jordan McDonald,13,1317,0,1
Jayden McGowan,13,7461,0,2
Jerand Bradley,13,6646,0,2
Kamari Morales,13,4404,0,3
Sed McConnell,13,2461,0,5
Bryquice Brown,13,11347,0,7
Ryan Turner,13,4962,0,7
Cameron Martinez,13,4954,0,7
R.J. Garcia,14,2847,0,2
Malcolm Johnson,14,657,0,2
Blane Cleaver,14,599,0,3
Elijah Boyd,14,7404,0,3
Justin Eklund,14,5789,0,6
Donovan Stephens,14,5084,0,6
Darius McClendon,14,16032,0,7
Todd Bumphis,14,1426,0,7
Jack Shields,15,11500,0,0
Taji Johnson,15,951,0,2
Gabriel Arena,15,7595,0,4
Oliver Bridges,15,1445,0,7
Ethan Duane,15,11538,0,9
Gerry Bohanon,16,10141,0,0
McCae Hillstead,16,7299,0,0
Marquis Montgomery,16,1254,0,3
Isaiah Jatta,16,1572,0,4
Chandler Rogers,17,4536,0,0
Kadarius Calloway,17,11497,0,1
Cole Boscia,17,1541,0,2
Tobias Merriweath,17,4826,0,2
Mikey Matthews,17,7266,0,2
Corey Dyches,17,3318,0,3
Will McDonald,17,12519,0,4
Victor Stoffel,17,6340,0,4
T.J. Bollers,17,7982,0,5
Marcus Harris,17,675,0,7
Ryan Yaites,17,3169,0,7
Max Brown,183,1939,0,0
C.J. Stokes,183,3594,0,1
Cartevious Norton,183,2661,0,1
Tyler Gibson,183,2219,0,4
Mitchell Mayes,183,1538,0,4
Jordan Herman,183,1896,0,4
Dre Butler,183,3698,0,5
Chantz Williams,183,3484,0,5
Donovan Spellman,183,13220,0,5
Stephen Sings,183,666,0,5
Avery Morris,183,11444,0,6
Sammy Anderson,183,1442,0,7
Adam Hopkins,183,1599,0,7
Derrick Edwards,183,3131,0,7
C.J. Clinkscale,183,953,0,7
Antonio Cotman,183,7590,0,7
Brendan Sorsby,20,2567,0,0
Evan Pryor,20,4922,0,1
Tony Johnson,20,16035,0,2
Tyrin Smith,20,7365,0,2
Joe Royer,20,4938,0,3
Francis Sherman,20,444,0,3
Darian Varner,20,7992,0,5
Jared Bartlett,20,7887,0,6
Kameron Wilson,20,3142,0,6
Josh Minkins,20,3090,0,7
Jordan Robinson,20,2994,0,7
Derrick Canteen,20,7622,0,7
Logan Wilson,20,4480,0,7
Kye Stokes,20,4902,0,7
Max Fletcher,20,426,0,9
Noah Kim,178,3694,0,0
Tad Hudson,178,4389,0,0
Christian Washington,178,4245,0,1
Simeon Price,178,3900,0,1
Malick Meiga,178,5374,0,2
Senika McKie,178,7126,0,2
A.J. Williams,178,7655,0,7
Xamarion Gordon,178,7195,0,7
Quan Peterson,178,6205,0,7
Destin Wade,22,2944,0,0
Walter Taylor,22,7467,0,0
Isaiah Augustave,22,482,0,1
Terrell Timmons,22,4456,0,2
Will Sheppard,22,7465,0,2
LaJohntay Wester,22,16046,0,2
Cordale Russell,22,6251,0,2
Charlie Williams,22,7091,0,3
Tyler Johnson,22,2324,0,4
Tyler Brown,22,1489,0,4
Ethan Boyd,22,3683,0,4
Justin Mayers,22,7393,0,4
Kahlil Benson,22,2531,0,4
Quency Wiggins,22,3191,0,5
Dayon Hayes,22,5404,0,5
Tawfiq Thomas,22,3135,0,5
B.J. Green,22,392,0,5
Chidozie Nwankwo,22,2352,0,5
Samuel Okunlola,22,5456,0,5
Taurean Carter,22,469,0,5
Anquin Barnes,22,221,0,5
Jaylen Wester,22,16073,0,6
Colton Hood,22,681,0,7
Savion Riley,22,7445,0,7
Donovan Ollie,23,1458,0,2
Armani Winfield,23,808,0,2
Poukesi Vakauta,23,7317,0,5
Elias Larry,23,4054,0,7
Maalik Murphy,24,6501,0,0
Javon Harvey,24,11541,0,2
Bruno Fina,24,6967,0,4
Zachary Franks,24,4724,0,4
Tre'shon Devones,24,5595,0,7
Katin Houser,25,3679,0,0
Jake Garcia,25,3928,0,0
Bryson Harrison,25,11351,0,0
Winston Wright,25,1972,0,2
Anthony Smith,25,3783,0,2
Casey Kelly,25,5237,0,3
Ryheem Craig,25,3089,0,5
Jaden McKenzie,25,4927,0,5
Dameon Wilson,25,3932,0,6
Gavin Gibson,25,3296,0,7
Andrew Wilson-Lam,25,7840,0,7
Delbert Mimms,26,4427,0,1
Porter Rooks,26,4410,0,2
Zyell Griffin,26,7088,0,2
Jonathan Odom,26,1897,0,3
Hans Lillis,26,932,0,3
Donovan Green,26,6528,0,5
James Djonkam,26,367,0,6
Jefferson Adam,26,2709,0,5
J.T. Killen,26,12513,0,6
Antonio Ferguson,230,1755,0,3
Clay Millen,27,1615,0,0
Chimere Dike,27,8039,0,2
Elijhah Badger,27,350,0,2
Devon Manuel,27,470,0,4
Grayson Howard,27,5907,0,6
D.J. Douglas,27,6770,0,7
Trikweze Bridges,27,5183,0,7
Asa Turner,27,7732,0,7
Cormani McClain,27,1597,0,7
Cam Fancher,229,3282,0,0
Caleb Coombs,229,3286,0,2
Milan Tucker,229,13198,0,2
Phillip Dunnam,229,2536,0,7
D.J. Uiagalelei,28,5307,0,0
Roydell Williams,28,230,0,1
Jaylin Lucas,28,2558,0,1
Malik Benson,28,274,0,2
Jalen Brown,28,3184,0,2
Terrence Ferguson,28,255,0,4
Richie Leonard,28,1903,0,4
Grady Kelly,28,1670,0,5
Sione Lolohea,28,5271,0,5
Tomiwa Durojaiye,28,7849,0,5
Darrell Jackson,28,1967,0,5
Marvin Jones,28,2109,0,6
Cam Riley,28,641,0,6
Earl Little,28,216,0,7
Omarion Cooper,28,1583,0,7
Davonte Brown,28,3465,0,7
Korey Foreman,29,7140,0,5
Jairus Satele,29,5781,0,5
Jaden Rashada,30,390,0,0
Trevor Etienne,30,1911,0,1
London Humphreys,30,7463,0,2
Colbie Young,30,3437,0,2
Michael Jackson,30,7146,0,2
Benjamin Yurosek,30,6096,0,3
Jake Pope,30,272,0,7
Charlie Ham,30,1685,0,8
Tyler Fromm,193,693,0,3
Chance Carroll,193,4388,0,4
Ethan Pouncey,193,1893,0,7
Gavin Stewart,193,2213,0,8
Zach Gibson,162,2202,0,0
Christian Veilleux,162,5432,0,0
D.J. Riles,162,3775,0,0
Kyle Lowe,162,3724,0,0
Sy'veon Wilkerson,162,1577,0,1
Jordan Ford,162,6819,0,1
C.J. Beasley,162,12508,0,1
Favor Komolafe,162,864,0,4
Joshua Black,162,3080,0,4
Will Larkins,162,2583,0,4
Bishop Thomas,162,1544,0,5
Sir Mells,162,7324,0,5
Cam Williams,162,13513,0,5
Daniel Heimuli,162,329,0,6
Kenyatta Watson,162,2185,0,7
Sam McCall,162,6530,0,7
Ja'Maric Morris,162,1274,0,7
Ryland Goede,31,3894,0,3
Keylan Rutledge,31,3717,0,4
Jordan Van,31,5337,0,5
Romello Height,31,7178,0,5
Jackson Hamilton,31,3093,0,6
Warren Burrell,31,6413,0,7
Jayden Davis,31,1456,0,7
Zachary Tobe,31,2455,0,7
Cam Barfield,32,968,0,1
Dekel Crowdus,32,2953,0,2
Spencer Curtis,32,4144,0,2
Dion Washington,32,4162,0,5
Fabian Ross,32,7198,0,7
Zeon Chriss,33,6025,0,0
Mekhi Mews,33,2145,0,2
Marquis Shoulders,33,6852,0,2
Devan Williams,33,6850,0,2
Maliq Carr,33,3699,0,3
Dakota White,33,3033,0,4
Cedric Melton,33,5158,0,4
Jake Wiley,33,6943,0,4
Everitt Rogers,33,6801,0,5
Keith Cooper,33,6771,0,5
Corey Platt,33,6774,0,6
Christian Brathwaite,33,3182,0,6
Michael Batton,33,4601,0,6
Jeremiah Wilson,33,6193,0,7
Kentrell Webb,33,6758,0,7
J.D. Rhym,33,685,0,7
Bryan Massey,33,5863,0,7
Hershey McLaurin,33,7846,0,7
Teagan Wilk,33,1765,0,7
Latrell McCutchin,33,2340,0,7
Zakhari Franklin,35,5142,0,2
Kevin Wigenton,35,3671,0,4
JC Davis,35,4257,0,4
Dennis Briggs,35,1968,0,5
Terrance Brooks,35,6486,0,7
Justice Ellison,36,7632,0,1
Elijah Green,36,4362,0,1
Kaelon Black,36,12568,0,1
Myles Price,36,6596,0,2
Ke'Shawn Williams,36,7643,0,2
Zach Horton,36,12579,0,3
Trey Wedig,36,8026,0,4
Nick Kidwell,36,12586,0,4
Tyler Stephens,36,3925,0,4
James Carpenter,36,12576,0,5
Mikail Kamara,36,12541,0,5
Tyrique Tucker,36,12547,0,5
Andrew Depaepe,36,3677,0,5
Aiden Fisher,36,12580,0,6
Jailin Walker,36,12573,0,6
Shawn Asbury,36,11484,0,7
Terry Jones,36,11487,0,7
D'Angelo Ponds,36,12598,0,7
D.J. Warnell,36,282,0,7
Derek McCormick,36,4552,0,8
Brendan Sullivan,37,4757,0,0
Jackson Stratton,37,1661,0,0
Jacob Gill,37,4743,0,2
Isaiah Alston,38,589,0,2
Dylan Barrett,38,7998,0,4
Kenard Snyder,38,4587,0,5
Ryan Robinson,38,3192,0,7
Carter Davis,38,941,0,8
Michel Dukes,223,10119,0,1
Samario Rudolph,223,6891,0,2
Tar'Varish Dawson,223,1563,0,2
Brannon Spector,223,1533,0,2
Gharin Stansbury,223,400,0,5
Morven Joseph,223,16085,0,6
Fred Davis,223,1292,0,7
Tyler Bride,223,3844,0,7
Antonio Carter,223,4775,0,7
Dylan Morris,179,7739,0,0
Ayo Adeyi,179,4514,0,1
George Pettaway,179,4398,0,1
Brionne Penny,179,5690,0,2
Logan Kyle,179,7451,0,3
Terry Lockett,179,6204,0,5
Khairi Manns,179,1603,0,5
Lloyd Summerall,179,10113,0,5
Raymond Scott,179,2077,0,6
Rayquan Adkins,179,1438,0,7
Dylan Edwards,40,1560,0,1
Dante Cephas,40,5324,0,2
Travis Bates,40,1688,0,5
Alec Marenco,40,4204,0,6
Jordan Dunbar,40,5590,0,7
Darrell Simmons,39,2698,0,4
Bryce Foster,39,6510,0,4
Bai Jobe,39,3681,0,5
Devin Dye,39,7342,0,7
Tylon Dunlap,249,11402,0,5
Donovan Westmorela,249,5936,0,6
J.D. Sherrod,41,10066,0,0
Ardell Banks,41,2995,0,2
Malcolm Folk,41,6188,0,7
Dallas Branch,41,5724,0,7
Brock Vandagriff,42,2138,0,0
Gavin Wimsatt,42,5632,0,0
Fred Farrier,42,6867,0,2
Ja'Mori Maclin,42,4519,0,2
Gerald Mincey,42,6405,0,4
Jalen Farmer,42,1900,0,4
Jamon Dumas-John,42,2116,0,6
Kristian Story,42,261,0,7
Ryan Burger,161,13200,0,0
Elijah Canion,161,5509,0,2
Julian Gray,161,4426,0,2
Tyson Mobley,161,12501,0,2
John Paul,161,3122,0,4
Jordan Hall,161,2118,0,4
Teylor Jackson,161,1776,0,6
Jahmar Brown,161,12484,0,7
Dominick Hill,161,6361,0,7
Charles Yates,161,309,0,7
Jason Duclona,161,1286,0,7
Donerio Davenport,43,15292,0,1
Jimmy Holiday,43,14778,0,2
Shadeed Ahmed,43,15296,0,2
Zarian McGill,43,4578,0,4
Mekhi Mason,43,6211,0,6
Sifa Leota,43,4486,0,6
Jamarcus Jones,43,6905,0,6
Jordyn Morgan,43,7128,0,7
Blake Thompson,43,2722,0,7
Pig Cage,43,11426,0,7
Tyler Shough,44,6636,0,0
Mark Redman,44,5685,0,3
Jaleel Skinner,44,3490,0,3
Izayah Cummings,44,2991,0,#N/A
Monroe Mills,44,6592,0,4
Rasheed Miller,44,13511,0,4
Victor Cutler,44,4901,0,4
Tramel Logan,44,10116,0,5
Rene Konga,44,5608,0,5
Richard Kinley,44,3777,0,5
Jurriente Davis,44,6565,0,#N/A
Dan Foster,44,15278,0,6
Myles Jernigan,44,1203,0,6
Corey Thornton,44,1266,0,7
Tamarion McDonald,44,6394,0,7
Tahveon Nicholson,44,2463,0,7
Daeh McCullough,44,5013,0,7
Tayon Holloway,44,4406,0,7
A.J. Swann,45,7457,0,0
Zavion Thomas,45,3854,0,2
Gio Paez,45,8012,0,5
Jardin Gilbert,45,6540,0,7
Jyaire Brown,45,4947,0,7
Blake Ochsendorf,45,3072,0,9
Mitch Griffis,46,7683,0,0
Braylon Braxton,46,6794,0,0
Tychaun Chapman,46,4357,0,2
Christian Fitzpatric,46,3702,0,2
Carl Chester,46,6856,0,2
Elijah Metcalf,46,3755,0,2
Bralon Brown,46,5139,0,2
Ty Perkins,46,1421,0,2
Jeremy Jones,46,6841,0,4
Bryce Ramsey,46,6009,0,4
Elijah Ellis,46,800,0,4
Jude Okolo,46,16044,0,5
Jason Shuford,46,1777,0,5
Ashton Heflin,46,2193,0,6
Isaiah Johnson,46,2067,0,7
Josh Kaltenberg,47,5466,0,4
Bryce McFerson,47,4779,0,9
Mario Anderson,48,5918,0,1
Jyaire Shorter,48,669,0,2
Keydrell Lewis,48,4593,0,4
Trent Holler,48,3271,0,4
Chris Adams,48,11536,0,4
Jaylen Nichols,48,5908,0,4
D.J. Allen,48,6244,0,5
Vic Alobwede,48,4537,0,5
Reggie Grimes,48,4998,0,5
Javon Denis,48,11345,0,5
Patrick Lucas,48,2555,0,5
Javante Mackey,48,545,0,6
Elijah Herring,48,6433,0,6
Jordan Grier,48,2552,0,7
Tahj Ra-El,48,11496,0,7
Kobee Minor,48,2550,0,7
Joshua Sloan,48,7356,0,9
Cam Ward,49,7787,0,0
Damien Martinez,49,5251,0,1
Zach Carpenter,49,2522,0,4
C.J. Clark,49,4440,0,5
Tyler Baron,49,6389,0,5
Simeon Barrow,49,3657,0,5
Marley Cook,49,3735,0,5
Jaylin Alderman,49,3113,0,6
Elijah Alston,49,3232,0,5
Mishael Powell,49,7702,0,7
Isaiah Taylor,49,347,0,7
Dyoni Hill,49,3226,0,7
Dylan Downing,50,5500,0,1
Kamryn Perry,50,2571,0,2
Andre Johnson,50,393,0,2
Preston Daniel,50,2009,0,3
Josh Priebe,51,4729,0,4
Jaishawn Barham,51,3341,0,6
Amorion Walker,51,3607,0,7
Jaden Mangham,51,3647,0,7
Wesley Walker,51,6414,0,7
Ricky Johnson,51,7127,0,7
Dominic Zvada,51,520,0,8
Aidan Chiles,52,5259,0,0
Jack Velling,52,5300,0,3
Tanner Miller,52,5281,0,4
Ru'Quan Buckley,52,4080,0,5
Quindarius Dunnigan,52,3773,0,5
D'Quan Douse,52,2225,0,5
Ben Roberts,52,5219,0,5
Jalen Satchell,52,11483,0,5
Anthony Jones,52,2584,0,5
Jordan Turner,52,8038,0,6
Wayne Matthews,52,11526,0,6
Ed Woods,52,410,0,7
Nikai Martinez,52,1278,0,7
Jeremiah Hughes,52,3175,0,7
Xavier Williams,53,1296,0,0
Omari Kelly,53,695,0,2
Gamarion Carter,53,7474,0,2
Marcus Miller,53,432,0,4
James Monds,53,2524,0,7
Brendon Harris,53,7679,0,7
John Howse,53,7488,0,7
Marcus Major,54,4987,0,1
Jaren Mangham,54,3700,0,1
Tyler Williams,54,7389,0,2
Aluma Nkele,54,7383,0,4
Jaxon Howard,54,3152,0,5
Jaionte McMillan,54,6293,0,7
Blake Shapen,55,834,0,0
Davon Booth,55,7287,0,1
Kevin Coleman,55,3084,0,2
Kelly Akharaiyi,55,7413,0,2
Cameron Ball,55,440,0,3
Justin Ball,55,7447,0,3
Ethan Miner,55,4526,0,4
Jacoby Jackson,55,6645,0,4
Makylan Pounders,55,3424,0,4
Marlon Martinez,55,3174,0,4
Kedrick Bingley-Jo,55,4368,0,5
Stone Blanton,55,5927,0,6
DeAgo Brumfield,55,3386,0,7
Montre Miller,55,7872,0,7
Drew Pyne,56,359,0,0
Marcus Carroll,56,11387,0,1
Nate Noel,56,13169,0,1
Cayden Green,56,5004,0,4
Marcus Bryant,56,5858,0,4
Chris McClellan,56,1958,0,5
Eddie Kelly,56,2170,0,5
Zion Young,56,3705,0,5
Darris Smith,56,2150,0,6
Khalil Jacobs,56,11268,0,6
Corey Flagg,56,3431,0,6
Toriano Pride,56,1477,0,7
Grayson McCall,63,12503,0,0
Daylan Smothers,63,5037,0,1
Jordan Waters,63,1686,0,1
Wesley Grimes,63,7652,0,2
Noah Rogers,63,4928,0,2
Zeke Correll,63,4800,0,4
Chazz Wallace,63,1582,0,5
Corey Coley,63,3301,0,7
Ja'Had Carter,63,4963,0,7
Donovan Kaufman,63,635,0,7
Dante Dowdell,58,5212,0,1
Isaiah Neyor,58,6494,0,2
Jahmal Banks,58,7695,0,2
Micah Mazzccua,58,1905,0,4
Stefon Thompson,58,6198,0,6
Ceyair Wright,58,7207,0,7
Chubba Purdy,59,4117,0,0
Deston Hawkins,59,6169,0,1
Savion Red,59,6469,0,1
Pat Garwo,59,973,0,1
Nick Rempert,59,6825,0,2
Marcus Bellon,59,7390,0,2
Dylan Lopez,59,5256,0,4
Spencer Lovell,59,2773,0,4
Henry Ikahihifo,59,4163,0,5
Davis Mallinger,59,7906,0,7
Keyshawn Cobb,59,7888,0,7
Kitan Crawford,59,6483,0,7
Javen Jacobs,60,416,0,1
Eli Sanders,60,2715,0,1
Isaiah Jones,60,2559,0,2
Shawn Miller,60,2458,0,2
Wallace Unamba,60,16047,0,4
Richard Pearce,60,1786,0,4
Devin Brandt-Epp,60,11490,0,5
De'jon Benton,60,7166,0,5
Tirek Austin-Cav,60,7851,0,6
Randolph Kpai,60,4097,0,6
Noah Avinger,60,5725,0,7
Nigel Williams,60,4726,0,7
Ish Burdine,60,6281,0,7
Jahvante Royal,60,5391,0,7
Deuce Hogan,61,2955,0,0
Jake McNamara,61,7411,0,0
Naki Fahina,61,7108,0,5
Justin Beadles,61,2349,0,5
Nick Session,61,5083,0,7
Josiah Cox,61,404,0,7
Max Johnson,62,6519,0,0
Jacolby Criswell,62,456,0,0
Darwin Barlow,62,7148,0,1
Max Johnson,62,6519,0,3
Austin Blaske,62,2112,0,4
Jakiah Leftwich,62,2205,0,4
Howard Sampson,62,4506,0,4
Joshua Harris,62,5173,0,5
Jakeen Harris,62,4415,0,7
Chandler Morris,64,6248,0,0
Zach Evans,64,3838,0,1
Juwaun Price,64,6177,0,1
Dalton Carnes,64,2353,0,2
Nick Rempert,64,6825,0,2
Johnny Dickson,64,7569,0,4
Landon Peterson,64,6621,0,4
Terrell Dawkins,64,5926,0,5
Jake Shipley,64,5188,0,6
Shane Whitter,64,4995,0,6
B.J. Allen,64,6450,0,7
Isheem Young,64,5151,0,7
Harold Nash,64,3367,0,7
Mike Wright,67,3856,0,0
Matt Keeler,67,6589,0,4
Jack Bailey,67,1571,0,4
Riley Leonard,68,1698,0,0
Beaux Collins,68,1537,0,2
Jayden Harrison,68,3268,0,2
Jordan Clark,68,365,0,7
Rod Heard,68,4709,0,7
Mitch Jeter,68,5882,0,8
Anthony Tyus,69,4741,0,1
Delaney Crawford,69,7542,0,2
C.J. Doggette,69,1437,0,5
Reise Collier,69,6909,0,6
Jacob Proche,69,12487,0,7
Michael Mack,69,8036,0,7
Jacob Lewis,69,3784,0,8
Will Howard,70,2863,0,0
Quinshon Judkins,70,5169,0,1
Seth McLaughlin,70,254,0,4
Caleb Downs,70,273,0,7
Keenan Nelson,70,5945,0,7
Casey Thompson,71,16065,0,0
Deion Burks,71,5480,0,2
Jake Roberts,71,813,0,3
Spencer Brown,71,3691,0,4
Geirean Hatchett,71,7745,0,4
Branson Hickman,71,5836,0,4
Febechi Nwaiwu,71,4516,0,4
Michael Tarquin,71,7157,0,4
Damonic Williams,71,6249,0,5
Dezjhon Malone,71,5679,0,7
A.J. Green,72,421,0,1
Trent Howland,72,2575,0,1
Da'Wain Lofton,72,7617,0,2
Isaia Glass,72,370,0,4
Kobe Hylton,72,7397,0,7
Emmett Morehead,164,915,0,0
Aaron Young,164,5663,0,1
Bryce Duke,164,7608,0,1
Diante Vines,164,2604,0,2
Zachary Barlev,164,2481,0,4
Rick Moore,164,875,0,4
Ricardo Williams,164,11374,0,5
Will Jones,164,10094,0,7
Patrick Smith,164,4499,0,7
Logan Diggs,73,3151,0,1
Henry Parrish,73,3496,0,1
Domonique Thomas,73,1499,0,1
Jordan Smart,73,4487,0,2
Devin Price,73,16087,0,2
Gerquan Scott,73,5982,0,4
Diego Pounds,73,4401,0,4
Julius Buelow,73,7731,0,4
Nate Kalepo,73,7723,0,4
Walter Nolen,73,6570,0,5
Louis Moore,73,2562,0,7
Trey Amos,73,256,0,7
Brandon Turnage,73,6436,0,7
Isaiah Hamilton,73,2313,0,7
Key Lawrence,73,4985,0,7
Amorion Walker,73,3607,0,7
Dillon Gabriel,74,5012,0,0
Dante Moore,74,6970,0,0
Evan Stewart,74,6564,0,2
Matthew Bedford,74,2560,0,4
Derrick Harmon,74,3690,0,5
Kobe Savage,74,2868,0,7
Brandon Johnson,74,1683,0,7
Kam Alexander,74,11440,0,7
Gabarri Johnson,75,3958,0,0
Anthony Hankerson,75,1585,0,1
Jam Griffin,75,5177,0,1
Darrius Clemons,75,3615,0,2
Andy Alfieri,75,1200,0,3
Van Wells,75,1580,0,4
D.J. Wesolak,75,3971,0,5
Tygee Hill,75,3196,0,5
Tevita Pome'e,75,5185,0,5
Mason White,75,6273,0,7
Julian Fleming,76,4950,0,2
Nolan Rucci,76,8009,0,4
Mason Carlan,76,80,0,4
Jordan Mayer,76,7988,0,5
Jalen Kimber,76,1954,0,7
A.J. Harris,76,2164,0,7
Chase Meyer,76,6810,0,8
Raphael Williams,77,5688,0,2
Jake Overman,77,5284,0,3
Lyndon Cooper,77,4421,0,4
Nick James,77,2563,0,5
Anthony Johnson,77,14774,0,5
Nate Matlack,77,2821,0,5
David Ojiegbe,77,1525,0,5
Chief Borders,77,4113,0,5
Tamon Lynum,77,4088,0,7
Reggie Love,78,2471,0,1
Kam Brown,78,6990,0,2
C.J. Smith,78,2161,0,2
DJ Wingfield,78,4222,0,4
Jamarius Dinkins,78,2948,0,5
Shitta Sillah,78,966,0,5
C.J. Madden,78,2105,0,6
Nyland Green,78,2103,0,7
Kyndrich Breedlove,78,1605,0,7
Keelan Crimmins,78,3896,0,9
Chad Lindberg,79,2157,0,4
Michael Daley,79,1126,0,5
Faybian Marks,79,7227,0,7
Athan Kaliakmani,80,3841,0,0
Malcolm Ray,80,2021,0,5
Jay Ducker,217,3379,0,1
Austin Smith,217,3376,0,3
Dylan Frazier,217,5834,0,5
Marcus Moore,217,3995,0,5
Quincy Wright,217,5276,0,5
Chatavies Johnson,217,3425,0,6
Louis Brown,81,1672,0,2
Ja'Shaun Poke,81,7901,0,2
Jude Wolfe,81,7190,0,3
Michael Harrison,81,1588,0,3
Sam Benjamin,81,352,0,5
Owen Chambliss,81,7259,0,6
Jared Badie,81,2470,0,6
William Nimmo,81,6988,0,7
Emmett Brown,82,7835,0,0
Will Leys,82,2510,0,4
Brashard Smith,83,3478,0,2
Matthew Hibner,83,3617,0,3
Savion Byrd,83,5014,0,4
Andrew Chamblee,83,466,0,4
Nate Anderson,83,4979,0,4
Mike Lockhart,83,7855,0,5
Jahfari Harvey,83,3433,0,5
Omari Abor,83,4951,0,5
Justin Medlock,83,7261,0,6
Tarian Lee,83,13554,0,6
Deuce Harmon,83,6554,0,7
Davaughn Celestine,83,5733,0,7
Iverson Celestine,160,6739,0,1
Malachi Preciado,160,5514,0,4
Courtney McBride,160,16051,0,5
Tyler Thomas,160,6895,0,5
Trent Singleton,160,3853,0,7
Robby Ashford,84,672,0,0
Oscar Adaway,84,4507,0,1
Jared Brown,84,12468,0,2
Dalevon Campbell,84,4192,0,2
Vandrevius Jacobs,84,1985,0,2
Ahmari Huggins-Br,84,3112,0,2
Kamaar Bell,84,16094,0,4
Aaryn Parks,84,4984,0,4
Deandre Jules,84,5428,0,5
Monkell Goodwine,84,263,0,5
Gilber Edmond,84,2015,0,5
Kyle Kennard,84,2189,0,5
Demetrius Knight,84,12851,0,6
Bangally Kamara,84,5403,0,6
Buddy Mack,84,5455,0,7
Tate Rodemaker,85,2000,0,0
Kyirin Heath,85,5154,0,3
Dontae Lucas,85,11242,0,4
Jonathan Davis,85,3869,0,5
Desmyn Baker,85,14817,0,6
Braxton Myers,85,5501,0,7
Jaivion Green,87,7754,0,7
