PTHA,PSTA,PLEB,PREB,PKAC,PACC,PHED,PSPD,PPOE,PBRE,PEYE,PFSH,PLSH,PMSH,PRSH,PSSH,RATH,PCTH,PAGI,PSKI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PHCL,SPSL,HELM,PHAN,PLHN,PRHN,PSLO,PTTO,PLFP,PTHP,PJMP,PCAR,PKPR,PSTR,PAWR,PDIS,PVIS,PFJS,PPOS,PLWS,PRWS,MRCT,PHGT,PWGT,PSLT
0,36,0,0,0,0,14,8,13,0,1,3,0,4,0,0,0,4,8,4,16,0,36,38,0,4,0,0,12,0,0,1,1,0,0,0,0,0,0,0,40,12,2,0,0,8,6,6,0,76,144,2
8,25,0,0,0,36,0,32,16,0,0,0,0,4,0,4,0,8,30,0,28,0,25,28,0,10,12,2,13,1,0,2,2,0,0,0,0,36,12,16,19,8,3,0,0,4,0,0,0,75,70,2
0,32,4,4,0,16,13,0,16,0,1,2,0,4,0,4,0,4,0,1,28,4,34,34,0,7,0,2,14,2,0,0,0,0,0,0,0,0,0,0,44,8,1,0,0,7,5,5,0,76,119,2
0,45,0,0,45,4,7,0,5,1,1,0,0,0,0,4,0,0,4,0,42,0,4,0,0,1,0,4,15,0,0,0,0,1,0,0,0,0,0,36,4,25,3,0,0,19,0,7,0,76,41,2
0,38,8,11,0,57,14,54,30,1,0,-1,1,-1,1,4,0,28,47,5,38,0,0,0,0,7,25,3,16,2,0,2,2,0,0,0,0,34,28,0,16,12,3,1,0,1,10,6,1,70,17,2
0,38,0,0,4,46,5,45,19,0,0,-1,0,-1,0,4,0,12,45,3,32,0,8,8,0,1,0,1,17,1,0,2,2,0,2,0,0,44,4,0,8,19,3,1,0,16,6,6,1,71,23,2
0,44,8,0,0,32,1,36,21,1,0,-1,0,-1,0,4,0,22,34,3,40,19,4,4,0,11,8,0,18,0,0,2,2,1,0,0,0,34,8,0,16,8,6,0,0,15,10,7,0,75,24,2
0,44,8,0,0,46,5,38,23,1,1,0,0,2,0,3,0,25,36,5,58,0,0,8,0,2,28,0,19,0,0,2,2,2,2,0,0,30,25,0,19,25,4,0,0,1,10,6,0,70,40,2
0,36,11,11,0,38,14,42,17,0,0,0,0,0,0,4,0,25,38,4,8,8,4,0,0,1,4,0,20,2,0,2,2,0,0,0,0,40,12,0,12,25,3,1,0,3,0,0,0,70,32,2
4,59,10,10,42,12,5,16,30,1,0,0,0,4,0,4,0,4,4,0,38,0,0,4,0,1,0,3,21,0,0,0,0,0,0,0,0,0,0,40,0,19,1,0,0,20,0,0,0,70,66,2
0,36,11,0,0,47,5,50,5,1,1,-1,0,-1,0,4,0,12,42,5,32,0,4,0,0,9,22,0,22,1,0,2,2,0,0,0,0,32,22,0,8,8,5,1,0,1,0,0,0,69,19,2
8,30,0,0,0,34,0,32,14,0,0,0,0,3,0,2,0,32,19,0,50,0,28,36,0,7,25,4,23,0,0,0,0,0,0,0,0,30,28,16,25,8,5,0,0,4,0,0,0,74,60,2
4,38,11,11,0,50,1,54,11,1,0,-1,0,0,0,3,0,32,50,5,16,0,8,0,0,9,0,0,24,0,0,2,2,1,0,0,0,40,8,16,0,0,5,0,0,3,6,6,1,71,4,0
0,40,8,11,0,38,7,42,13,1,1,1,0,4,0,3,0,16,42,1,46,45,22,8,2,10,25,2,25,0,0,2,2,0,0,0,0,32,22,0,36,19,4,0,0,14,10,6,1,72,73,2
4,46,0,0,0,42,12,36,23,1,1,1,0,3,0,3,0,25,30,6,38,28,0,0,0,9,8,0,26,2,0,2,2,0,0,0,4,38,8,0,34,12,2,0,0,13,0,0,0,74,68,2
0,36,0,0,0,22,5,12,17,1,1,3,0,5,0,3,0,0,4,6,45,0,45,45,1,10,0,0,27,0,0,2,2,2,0,0,0,4,0,0,47,32,6,0,0,8,0,0,1,77,154,2
0,32,0,0,0,16,5,0,9,1,0,3,0,4,0,0,0,0,16,4,16,8,36,38,0,4,0,4,28,2,0,2,2,2,0,0,0,0,0,0,44,25,5,1,0,8,5,5,0,75,139,2
4,42,11,11,0,38,5,38,24,1,0,1,0,4,0,4,0,25,38,5,42,0,25,22,0,9,0,0,29,0,0,2,2,1,0,0,0,38,12,16,19,12,3,0,0,4,6,7,1,74,69,0
0,46,8,8,0,53,14,49,16,0,0,0,0,0,0,3,0,16,49,4,40,4,8,0,0,9,42,0,30,1,0,2,2,2,2,0,4,40,40,0,25,12,3,0,0,1,10,10,1,71,45,2
0,34,0,8,0,25,5,12,28,1,1,2,0,3,0,1,0,0,22,5,36,28,0,0,1,7,0,0,31,0,0,2,2,1,0,0,0,4,0,0,36,16,4,0,0,12,7,10,0,72,122,1
30,38,0,0,0,30,7,28,18,0,1,0,0,0,0,3,0,0,29,0,36,4,8,0,0,7,8,2,32,2,0,0,0,0,0,0,42,8,22,0,8,10,6,0,1,0,3,0,0,73,41,2
0,42,0,0,0,45,5,30,7,1,0,0,0,3,0,2,0,22,36,4,45,44,0,8,0,4,16,0,33,2,0,2,2,2,0,0,0,34,8,0,32,16,4,0,0,13,6,6,1,78,66,2
0,40,11,0,0,38,7,38,16,1,1,0,0,1,0,2,0,4,40,0,42,28,0,0,0,11,12,2,34,2,0,2,2,2,0,0,0,22,0,0,28,19,5,0,0,13,6,6,0,76,54,2
36,53,0,0,0,49,5,44,24,1,1,-1,0,-1,0,4,1,25,48,4,28,0,0,4,0,9,12,0,35,0,0,0,0,0,0,0,44,44,22,0,8,2,3,0,1,0,0,0,0,70,18,2
0,34,0,8,0,45,14,38,11,0,0,-1,0,-1,0,4,0,16,42,5,28,19,8,0,0,9,16,0,36,0,0,2,2,1,0,0,0,45,16,0,8,19,4,0,0,17,7,10,0,72,25,0
0,36,0,0,0,34,3,36,13,1,0,-1,0,1,0,2,0,0,30,4,28,30,0,0,0,9,4,0,37,0,0,2,2,0,2,0,0,40,12,0,25,19,4,0,0,17,0,0,0,73,36,2
0,25,0,0,0,8,14,19,7,0,0,2,0,4,0,2,0,0,16,6,44,30,4,0,0,9,0,3,38,0,0,2,2,2,0,0,0,0,0,0,38,8,6,0,0,12,0,0,0,73,121,2
0,40,11,11,0,32,14,22,27,0,1,1,1,4,1,3,0,16,34,5,32,0,28,30,0,9,25,0,39,2,0,2,2,0,0,0,30,32,19,0,32,30,3,0,0,2,6,6,0,71,89,2
0,50,8,0,0,44,3,45,24,0,0,0,0,1,0,1,0,28,38,5,42,32,8,4,0,7,4,0,40,0,0,2,2,2,2,0,0,44,12,0,28,16,3,1,0,17,10,6,1,76,50,2
0,40,11,0,0,45,0,36,18,1,0,-1,0,-1,0,4,0,0,38,4,36,0,0,0,0,7,0,0,41,2,0,2,2,2,0,0,0,36,0,16,4,4,5,1,0,16,0,0,0,71,23,2
0,34,8,8,0,32,3,36,14,0,0,1,0,4,0,4,0,0,32,4,32,38,0,0,0,9,0,0,42,1,0,2,2,0,0,0,0,22,0,0,40,12,4,0,0,10,10,10,1,74,99,2
0,44,11,11,0,38,0,42,29,1,0,0,0,1,0,3,0,25,40,5,28,0,4,0,0,7,28,0,43,0,0,2,2,1,0,0,4,28,28,0,19,8,4,0,0,1,0,0,0,69,44,1
47,44,8,11,0,28,14,27,25,0,0,0,0,2,0,2,0,8,27,4,16,8,8,8,0,11,12,0,44,0,0,0,0,0,0,0,53,25,19,0,16,30,5,0,4,0,10,6,1,76,53,2
0,47,11,0,0,38,14,38,26,0,0,1,0,3,0,3,0,30,32,3,36,0,22,25,0,7,12,0,45,0,0,1,1,1,0,0,0,38,12,0,16,25,4,0,0,4,0,0,0,75,75,0
0,40,11,11,0,36,12,36,7,0,0,1,0,4,0,3,0,32,30,4,16,4,28,36,0,9,8,0,46,0,0,2,2,0,2,0,0,34,16,16,28,16,3,0,0,4,6,6,1,74,84,2
0,44,0,0,0,48,14,46,25,1,1,0,0,0,0,2,0,4,45,5,32,0,4,0,0,9,0,0,47,0,0,2,2,0,0,0,0,46,8,0,4,4,6,0,0,16,6,6,0,71,31,2
0,30,0,0,4,38,0,38,11,1,1,-1,0,-1,0,4,0,25,30,5,44,0,4,12,0,11,25,0,48,0,0,2,2,0,0,0,8,36,28,0,8,4,2,0,0,3,0,0,0,74,20,2
38,56,0,0,0,45,2,45,26,0,1,0,0,0,0,3,1,32,45,5,46,0,0,0,0,1,16,0,49,2,0,0,0,0,0,0,48,44,16,0,12,21,6,0,1,0,0,0,0,76,27,2
0,25,10,10,0,16,2,16,13,0,1,0,0,3,0,3,0,0,4,6,28,0,34,38,0,10,0,0,50,2,0,2,2,1,0,0,0,19,22,0,36,12,2,0,0,9,6,6,0,76,113,0
0,38,0,8,4,42,5,46,23,0,1,-1,0,1,0,3,0,22,46,3,32,19,0,0,0,7,12,3,51,0,0,2,2,1,0,0,0,42,4,0,8,16,3,0,0,16,7,10,0,70,27,0
0,34,11,11,0,16,5,4,28,0,1,2,0,4,0,3,0,4,8,5,36,32,0,0,0,9,0,0,52,0,0,2,2,0,0,0,0,4,0,0,44,12,5,0,0,12,6,6,0,76,128,2
0,42,10,10,0,47,9,46,3,0,1,0,0,1,0,2,0,25,40,3,48,47,8,0,0,4,25,0,53,2,0,2,2,1,0,0,0,16,16,0,38,25,4,0,0,14,6,6,1,72,65,0
0,46,11,11,46,4,7,4,28,1,1,-1,0,-1,0,-1,0,0,0,2,42,8,4,0,0,1,0,2,54,0,0,0,0,1,0,0,0,0,0,46,0,16,5,0,0,19,0,0,0,69,0,2
0,38,11,0,0,40,5,42,15,1,0,0,0,0,0,4,0,12,40,1,8,22,0,0,0,7,4,0,55,0,0,2,2,1,0,0,0,36,8,0,12,8,6,1,0,17,7,0,0,71,34,1
0,38,8,0,0,38,14,40,21,0,0,0,2,0,2,4,0,19,38,6,32,12,12,0,0,2,28,0,56,0,0,2,2,0,0,0,4,16,28,0,19,0,2,1,0,1,10,6,0,69,37,2
0,30,8,8,0,30,5,25,4,1,1,1,2,4,2,3,0,4,19,5,16,34,4,8,0,4,0,0,57,0,0,0,0,0,0,0,0,16,0,0,42,34,4,0,0,10,10,10,0,76,96,2
0,38,8,0,0,40,14,34,3,1,1,0,0,0,0,2,0,28,38,5,32,4,16,4,0,7,34,0,58,2,0,2,2,0,0,0,0,30,34,0,25,8,5,0,0,1,10,6,1,66,43,2
0,34,0,0,0,19,3,8,4,1,1,3,0,4,0,1,0,8,0,5,16,0,32,42,0,9,0,0,59,0,0,0,0,0,0,0,0,4,0,0,50,4,4,0,0,9,6,6,0,77,174,2
0,36,8,8,0,22,12,22,25,0,0,1,0,4,0,4,0,0,16,5,22,32,0,0,0,9,0,0,60,2,0,2,2,0,0,0,0,16,0,0,36,16,5,1,0,12,10,10,0,74,114,2
0,47,8,8,4,52,1,50,23,0,1,0,0,0,0,4,0,42,46,4,36,12,4,12,0,1,12,0,61,2,0,2,2,0,0,0,8,50,16,16,8,19,3,1,0,3,10,10,1,75,31,2
0,44,0,0,0,45,14,40,25,0,0,0,0,3,0,2,0,28,45,6,40,0,16,4,0,9,42,3,62,1,0,2,2,1,2,0,0,19,38,0,32,28,3,0,0,1,6,6,1,72,61,0
0,34,0,0,0,4,13,0,11,1,0,3,0,3,0,1,0,0,0,7,0,0,32,30,0,4,0,4,63,0,0,2,2,0,0,0,0,4,0,0,38,19,4,0,0,5,6,6,0,78,129,2
0,42,0,0,0,32,14,28,29,0,0,2,0,4,0,1,0,12,28,3,36,38,4,4,0,10,28,2,64,0,0,2,2,0,0,0,0,30,22,0,44,16,6,1,0,12,0,0,1,76,142,2
45,46,0,0,0,26,13,28,22,1,1,-1,0,0,0,4,0,8,28,0,38,4,0,4,0,7,8,2,65,2,0,0,0,1,0,0,51,16,8,0,12,21,4,1,1,0,0,0,1,74,45,1
0,44,0,0,34,0,0,4,5,0,0,-1,0,0,0,4,0,0,8,1,45,4,0,0,0,1,0,4,66,2,0,0,0,0,0,0,0,0,0,28,0,12,6,0,0,19,0,0,0,70,20,2
0,36,0,0,0,28,4,25,25,1,0,2,0,4,0,1,0,0,19,6,32,40,0,0,0,4,0,0,67,0,0,2,2,0,0,0,0,4,0,0,45,12,4,0,0,12,0,0,1,76,120,2
4,32,8,8,4,36,2,46,9,1,1,0,0,0,0,3,0,25,44,6,22,4,0,0,0,7,12,0,68,0,0,2,2,0,0,0,8,44,16,0,8,0,6,1,0,3,10,10,0,73,40,2
0,44,11,11,0,40,4,36,9,1,1,1,0,0,0,2,0,19,40,6,38,40,0,0,0,11,12,0,69,1,0,2,2,0,0,0,0,19,4,0,30,28,6,0,0,14,6,6,1,73,84,2
0,38,0,0,4,44,4,42,23,0,0,-1,0,0,0,3,0,8,42,4,36,0,4,4,0,11,0,0,70,2,0,2,2,0,2,0,0,34,0,0,0,12,4,0,0,16,6,6,0,69,4,2
0,46,8,8,0,50,14,49,23,0,1,0,0,0,0,4,0,16,42,4,42,28,0,0,0,7,16,0,71,2,0,2,2,0,0,0,0,47,12,0,25,12,6,0,0,18,10,10,1,75,51,2
40,46,0,0,0,27,5,28,10,1,0,0,2,1,2,2,0,0,27,0,46,0,8,0,0,7,4,1,72,0,0,0,0,0,0,0,50,22,8,0,8,18,1,0,1,0,0,0,0,75,50,2
30,47,0,0,0,48,5,50,20,1,0,0,0,1,0,3,1,22,48,6,42,4,4,8,0,7,44,0,73,0,0,2,2,0,2,0,34,34,42,0,28,19,5,1,0,1,0,0,0,71,41,2
44,40,10,10,0,44,5,45,13,0,0,-1,0,-1,0,4,1,12,34,5,32,19,0,0,0,11,8,0,74,0,0,2,2,2,0,0,44,47,0,0,16,0,6,0,0,1,6,6,0,74,24,2
34,46,0,0,0,28,3,27,9,1,0,0,0,0,0,3,0,0,28,2,42,8,0,4,0,7,8,2,75,0,0,0,0,1,0,0,46,4,16,0,8,18,4,0,1,0,3,7,1,74,37,2
0,30,8,8,0,4,7,19,29,0,0,2,0,3,0,1,0,0,4,1,32,40,8,0,0,4,0,2,76,2,0,2,2,0,0,0,0,0,0,0,42,16,3,0,0,12,10,10,0,74,129,2
0,28,11,11,0,28,13,30,5,0,1,1,0,4,0,4,0,4,22,7,32,32,0,0,1,7,0,2,77,0,0,2,2,1,0,0,0,25,0,0,42,28,4,0,0,11,6,6,0,74,97,1
0,36,10,10,0,16,3,16,30,0,0,1,0,4,0,2,0,8,12,2,36,4,40,38,0,7,0,2,78,1,0,2,2,2,0,0,0,0,0,0,38,4,4,0,0,6,6,6,0,75,114,2
8,36,0,0,0,42,3,45,15,1,0,-1,0,-1,0,4,0,30,40,6,16,0,4,0,0,1,0,0,79,0,0,2,2,0,0,0,8,38,8,16,0,4,4,0,0,3,6,6,0,74,15,2
0,45,10,10,0,36,11,36,5,0,1,0,0,2,0,3,0,8,34,7,40,44,4,0,0,7,12,2,80,0,0,2,2,0,0,0,0,32,8,0,32,19,6,1,0,14,0,0,1,78,68,2
0,45,0,0,0,36,14,32,5,1,0,1,0,4,0,4,0,16,36,3,42,34,8,4,0,4,8,0,81,0,0,2,2,2,0,0,0,0,0,0,32,16,5,0,0,14,0,0,0,74,67,2
4,44,8,8,0,54,0,48,12,0,0,0,0,2,0,3,0,40,52,4,45,0,4,8,0,1,12,2,82,0,0,2,2,0,0,0,0,47,22,0,12,4,4,1,0,3,10,10,1,74,42,2
0,32,10,10,0,16,13,0,16,0,1,3,0,3,0,-1,0,8,8,7,32,8,45,45,0,9,0,2,83,1,0,2,2,2,0,0,0,0,0,0,50,16,4,0,0,9,0,0,1,77,165,2
38,42,8,8,0,30,13,40,7,1,0,0,0,0,0,2,1,12,32,2,32,25,0,0,0,9,16,2,84,0,0,2,2,0,0,0,47,36,4,0,19,16,5,1,0,3,10,10,0,72,47,2
8,42,11,0,0,44,0,40,26,0,1,0,0,-1,0,4,0,22,45,6,28,8,0,0,0,2,0,0,85,2,0,2,2,1,0,0,0,45,8,0,0,8,5,1,0,3,0,0,0,74,16,1
38,45,11,0,4,51,0,48,14,1,1,-1,0,-1,0,4,1,34,48,3,32,8,0,0,0,1,4,0,86,2,0,2,2,0,0,0,36,47,8,0,4,16,3,0,0,3,6,6,0,75,15,2
0,32,10,10,0,8,7,19,27,0,1,0,0,3,0,3,0,0,4,2,32,25,44,36,0,7,0,2,87,0,0,2,2,0,0,0,0,0,0,0,36,22,3,0,0,8,0,0,0,76,113,2
0,25,8,8,0,38,0,22,28,1,0,3,3,3,3,1,0,4,28,2,28,44,4,8,1,9,0,2,88,1,0,2,2,1,2,0,0,8,0,0,42,16,5,0,0,12,10,10,1,71,132,1
0,47,0,8,0,34,14,28,25,1,0,0,0,4,0,3,0,8,32,3,46,42,0,8,0,10,16,0,89,0,0,2,2,1,0,0,0,28,4,0,25,25,6,0,0,14,7,10,1,78,69,1
0,34,0,0,0,42,14,50,13,1,0,0,0,4,0,3,0,8,38,6,32,8,0,0,0,9,34,0,90,0,0,0,0,0,0,0,0,32,25,0,28,12,4,1,0,1,0,0,1,75,75,2
0,36,0,0,0,16,2,8,6,1,1,3,0,4,0,2,0,0,4,4,53,8,36,38,1,7,0,0,91,1,0,2,2,1,0,0,0,4,0,0,42,4,6,1,0,9,6,6,0,77,157,1
0,28,11,11,0,0,11,12,23,0,1,3,0,3,0,-1,0,4,8,7,36,0,36,42,0,11,0,0,92,0,0,2,2,2,0,0,0,0,0,0,48,16,3,0,0,9,6,6,0,76,157,2
0,42,8,8,0,32,3,32,18,0,0,0,0,2,0,1,0,0,25,3,42,30,0,4,0,10,4,0,93,2,0,2,2,1,2,0,0,28,4,0,28,4,5,1,0,13,10,10,0,73,75,0
44,47,10,10,0,28,7,27,25,1,0,0,0,0,0,4,0,16,28,1,40,0,0,0,0,7,8,2,94,0,0,0,0,0,0,0,46,19,19,0,12,24,3,0,4,0,3,6,1,75,51,2
0,42,11,11,0,46,14,49,16,0,0,0,0,0,0,4,0,25,46,4,32,0,0,0,0,9,25,0,95,0,0,2,2,0,0,0,0,19,28,0,22,0,1,0,0,1,6,6,1,70,38,2
0,42,6,11,0,47,2,40,19,0,0,0,0,0,0,3,0,19,36,6,40,22,0,4,0,11,8,0,96,0,0,2,2,0,2,0,0,46,12,0,28,16,3,1,0,17,9,0,1,75,57,2
0,36,0,0,0,25,1,30,25,1,1,0,0,3,0,3,0,4,19,4,28,34,0,4,0,9,12,0,97,2,0,2,2,0,0,0,0,28,0,0,40,19,3,0,0,11,0,0,0,76,113,2
0,42,11,11,0,38,1,38,20,0,1,0,0,0,0,4,0,12,42,4,28,0,8,12,0,11,34,0,98,2,0,2,2,2,0,0,4,30,34,0,25,8,6,1,0,1,0,0,1,66,45,2
0,48,11,11,0,32,14,34,22,1,0,1,0,4,0,3,0,19,25,5,32,30,8,4,0,4,8,0,99,0,0,2,2,0,0,0,0,25,0,0,22,12,6,1,0,13,0,0,0,74,75,2
0,32,8,11,0,38,7,40,31,0,0,1,1,3,1,2,0,4,34,7,36,40,4,4,0,10,0,0,100,2,0,2,2,0,0,0,0,22,0,0,40,19,3,0,0,10,10,0,1,76,80,2
0,32,5,5,0,8,5,8,28,1,0,3,0,3,0,1,0,8,8,0,0,0,45,42,0,11,0,1,101,1,0,2,2,2,0,0,0,4,0,0,42,19,6,0,0,6,0,0,0,76,141,2
0,36,11,0,0,46,14,46,19,1,1,-1,0,-1,0,4,0,22,38,3,8,8,4,4,0,7,22,0,102,0,0,2,2,0,0,0,0,30,4,0,0,4,6,0,0,16,0,0,0,69,3,2
0,44,11,11,0,38,7,38,6,1,1,1,0,3,0,3,0,19,30,0,42,46,25,30,0,11,28,2,103,0,0,2,2,0,0,0,0,32,25,0,50,30,3,0,0,10,6,6,0,78,99,2
0,45,8,8,0,50,5,50,26,1,0,0,0,0,0,4,0,22,47,4,36,8,0,0,0,2,8,0,104,2,0,2,2,0,0,0,0,48,4,16,8,0,5,0,0,16,10,10,0,71,38,2
34,47,10,10,0,32,13,30,31,1,0,-1,0,-1,0,4,0,0,32,2,28,0,4,8,0,7,8,1,105,0,0,0,0,0,0,0,42,30,8,0,4,6,5,0,1,0,0,0,0,73,20,2
0,32,11,0,0,0,5,0,31,1,0,2,0,3,0,1,0,8,0,3,38,4,40,38,1,10,0,0,106,0,0,2,2,2,0,0,0,8,0,0,42,22,6,0,0,5,6,6,1,78,128,2
0,44,0,0,0,25,1,8,25,0,1,2,0,3,0,2,0,0,22,4,22,28,0,8,0,9,0,0,107,0,0,2,2,1,0,0,0,0,0,0,32,16,4,0,0,12,7,0,0,74,115,0
0,28,0,0,0,12,3,0,13,0,1,3,0,5,0,3,0,0,8,2,28,0,40,44,0,10,0,2,108,1,0,1,1,1,0,0,0,0,0,0,46,8,4,0,0,7,7,6,0,74,148,1
0,45,0,0,0,52,7,48,27,0,0,-1,0,1,0,2,0,32,52,7,46,12,8,0,0,7,8,1,109,1,0,2,2,0,0,0,8,46,12,0,12,19,4,0,0,3,0,0,1,70,34,2
0,51,8,11,0,51,14,50,15,1,0,0,0,1,0,3,0,22,46,3,48,30,4,16,0,7,12,0,110,0,0,2,2,0,0,0,0,47,12,0,30,30,6,0,0,18,10,6,1,74,47,2
0,28,8,11,0,25,9,4,20,0,1,2,0,3,0,2,0,8,22,5,42,8,45,50,1,11,0,0,111,1,0,2,2,1,0,0,0,16,0,0,46,28,4,0,0,6,10,7,1,75,116,0
0,25,0,0,0,12,3,8,14,1,0,2,0,3,0,1,0,0,8,0,16,0,42,36,0,4,0,3,112,0,0,2,2,2,0,0,0,0,0,0,38,16,6,0,0,8,0,0,0,77,112,2
0,28,0,0,0,30,7,8,5,0,0,3,0,5,0,3,0,0,8,7,42,0,48,48,0,9,0,2,113,0,0,2,2,2,0,0,0,4,0,0,47,25,5,0,0,8,0,0,1,76,152,2
0,22,10,10,0,16,14,12,23,1,1,2,0,5,0,3,0,0,0,5,28,8,32,25,1,7,0,0,114,0,0,1,1,0,0,0,0,0,0,0,34,12,6,1,0,7,6,6,0,75,130,2
38,49,0,0,0,44,14,34,11,1,0,1,0,3,0,3,0,19,30,5,46,0,4,0,0,1,25,0,115,0,0,0,0,0,0,0,54,34,22,0,25,18,6,1,4,0,6,6,1,75,70,2
0,40,0,0,0,32,14,32,24,0,0,0,0,4,0,4,0,16,28,4,32,28,0,0,0,9,12,0,116,2,0,2,2,0,0,0,0,25,8,0,28,12,6,0,0,14,6,6,0,72,71,2
0,58,0,0,40,0,12,8,11,1,0,-1,0,-1,0,4,0,0,12,1,50,4,4,4,0,1,0,2,117,1,0,0,0,1,0,0,4,8,0,22,8,4,4,0,0,20,0,7,0,75,35,2
8,30,11,0,0,49,13,47,15,1,1,-1,3,0,3,4,0,25,40,2,36,4,0,4,0,11,12,1,118,0,0,2,2,0,0,0,8,36,19,16,4,16,6,1,0,3,0,0,0,72,21,2
0,38,0,0,4,57,14,53,8,1,1,-1,0,-1,0,4,0,22,49,3,36,4,8,0,0,7,0,0,119,2,0,2,2,0,0,0,0,44,8,16,0,8,4,0,0,3,6,6,1,74,23,2
0,42,8,8,4,51,1,48,19,1,1,0,0,1,0,2,0,42,44,6,16,4,8,8,0,7,22,0,120,0,0,2,2,0,2,0,4,49,22,0,22,12,3,1,0,3,10,10,1,78,70,2
0,32,10,10,0,0,5,0,31,0,1,3,0,4,0,0,0,0,12,4,0,4,38,34,1,11,0,0,121,0,0,2,2,0,0,0,0,0,0,0,40,8,3,0,0,8,0,0,0,73,135,2
0,38,4,4,0,16,7,16,31,1,1,3,0,5,0,3,0,0,4,2,40,8,38,44,0,11,0,2,122,2,0,2,2,0,0,0,0,0,0,0,46,19,6,0,0,9,6,6,1,77,154,2
0,44,11,11,0,40,14,40,6,0,0,0,0,4,0,4,0,19,32,6,46,25,4,0,0,10,8,0,123,0,0,2,2,0,0,0,0,16,4,0,19,12,1,1,0,15,6,6,0,75,74,2
0,34,4,0,0,30,7,25,7,0,1,1,0,4,0,2,0,8,25,2,32,38,4,0,0,4,0,2,124,2,0,2,2,0,0,0,0,28,0,0,42,32,6,1,0,11,6,6,0,74,88,2
0,44,0,0,0,28,0,30,26,0,1,1,0,2,0,2,0,19,32,0,38,4,30,28,0,11,22,4,125,0,0,2,2,0,0,0,8,25,12,0,28,32,3,0,0,2,6,6,1,76,74,2
0,40,0,0,0,38,7,34,15,1,1,1,0,3,0,2,0,4,30,7,38,40,4,0,0,10,12,2,126,0,0,2,2,0,0,0,0,32,0,0,44,19,4,0,0,10,6,6,1,75,81,2
0,36,0,0,0,19,11,12,28,0,1,3,0,4,0,0,0,4,4,7,22,8,32,36,1,9,0,2,127,0,0,2,2,0,0,0,0,0,0,0,36,16,6,1,0,6,6,6,0,77,147,2
0,42,11,0,0,45,2,49,8,0,1,0,0,1,0,3,1,22,46,6,40,16,12,12,0,9,12,3,128,2,0,2,2,0,2,0,4,46,22,0,16,0,3,0,0,3,6,6,0,75,39,2
