PTHA,PSTA,PLEB,PREB,PKAC,PACC,PHED,PSPD,PPOE,PBRE,PEYE,PFSH,PLSH,PMSH,PRSH,PSSH,RATH,PCTH,PAGI,PSKI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PHCL,SPSL,HELM,PHAN,PLHN,PRHN,PSLO,PTTO,PLFP,PTHP,PJMP,PCAR,PKPR,PSTR,PAWR,PDIS,PVIS,PFJS,PPOS,PLWS,PRWS,MRCT,PHGT,PWGT,PSLT
0,40,11,11,0,38,2,30,14,1,1,0,0,1,0,3,0,12,38,5,42,30,0,0,0,1,4,2,11,0,0,2,2,0,2,0,0,34,12,0,25,4,2,0,0,17,6,6,0,73,40,2
0,36,0,0,0,0,4,8,11,0,0,3,0,4,0,0,0,4,8,0,36,0,36,38,0,10,0,2,12,0,0,1,1,0,0,0,0,0,0,0,40,12,6,0,0,8,6,6,0,76,144,2
8,25,11,11,0,36,7,32,12,0,1,0,0,2,0,2,0,8,30,0,40,0,25,28,0,9,12,2,13,2,0,2,2,0,0,0,0,36,12,4,19,8,2,0,0,4,5,5,0,75,70,2
0,32,0,0,0,16,4,0,14,0,1,3,0,3,0,1,0,4,0,6,40,4,34,34,1,9,0,0,14,0,0,0,0,1,0,0,0,0,0,0,44,8,1,0,0,7,6,6,0,76,119,2
0,45,0,0,45,4,7,0,17,1,0,0,0,0,0,4,0,0,4,0,47,0,4,0,0,7,0,2,15,0,0,0,0,0,0,0,0,0,0,44,4,25,2,0,0,19,0,0,0,76,41,2
0,38,11,0,0,57,14,54,20,1,0,-1,0,0,0,4,0,28,47,3,45,0,0,0,0,11,25,0,16,2,0,2,2,0,0,0,0,34,28,0,16,12,0,0,0,1,6,6,1,70,17,2
0,38,11,11,4,46,14,45,17,1,0,-1,0,0,0,4,0,12,45,6,42,0,8,8,0,1,0,0,17,0,0,2,2,0,2,0,0,44,4,0,8,19,3,0,0,16,0,0,1,71,23,2
0,44,11,11,0,32,14,36,14,0,0,0,0,-1,0,5,0,22,34,3,46,19,4,4,0,10,8,0,18,0,0,2,2,2,0,0,0,34,8,0,16,8,0,0,0,15,6,6,0,75,24,2
0,44,11,11,0,46,14,38,16,0,1,0,0,2,0,2,0,25,36,4,30,0,0,8,0,11,28,0,19,0,0,2,2,0,2,0,0,30,25,0,19,25,6,0,0,1,6,6,0,70,40,2
0,36,8,11,0,38,3,42,12,0,1,0,0,1,0,3,0,25,38,6,34,8,4,0,0,7,4,0,20,2,0,2,2,0,0,0,0,40,12,0,12,25,5,0,0,3,10,6,0,70,32,2
4,59,0,0,42,12,5,16,9,1,1,1,0,3,0,1,0,4,4,1,45,0,0,4,0,1,0,2,21,2,0,0,0,0,0,0,0,0,0,46,0,19,5,0,0,20,0,0,0,70,66,2
0,36,0,0,0,47,5,50,9,1,1,0,0,1,0,3,0,12,42,5,42,0,4,0,0,7,22,0,22,1,0,2,2,1,0,0,0,32,22,0,8,8,1,1,0,1,6,7,0,69,19,0
8,30,8,8,0,34,7,32,10,0,1,0,1,2,1,2,0,32,19,2,22,0,28,36,0,9,25,2,23,2,0,0,0,1,0,0,0,30,28,4,25,8,2,0,0,4,10,10,0,74,60,1
4,38,8,8,0,50,5,54,18,1,0,-1,0,-1,0,5,0,32,50,6,36,0,8,0,0,11,0,0,24,0,0,2,2,0,0,0,0,40,8,4,0,0,0,0,0,3,10,10,1,71,4,2
0,40,11,0,0,38,14,42,24,1,1,1,0,3,0,1,0,16,42,5,50,45,22,8,0,7,25,3,25,1,0,2,2,2,0,0,0,32,22,0,36,19,5,0,0,14,6,6,1,72,73,2
4,46,0,0,0,42,14,36,21,0,0,0,0,2,0,2,0,25,30,3,45,28,0,0,0,7,8,0,26,0,0,2,2,0,0,0,4,38,8,0,34,12,2,0,0,13,6,6,0,74,68,2
0,36,0,0,0,22,7,12,24,0,1,3,0,4,0,0,0,0,4,1,49,0,45,45,0,4,0,0,27,2,0,2,2,1,0,0,0,4,0,0,47,32,5,0,0,8,7,0,1,77,154,1
0,32,0,0,0,16,2,0,16,0,0,3,0,4,0,0,0,0,16,7,36,8,36,38,0,11,0,2,28,0,0,2,2,0,0,0,0,0,0,0,44,25,6,0,0,8,5,5,0,75,139,2
4,42,0,0,0,38,7,38,19,0,0,0,0,2,0,2,0,25,38,2,47,0,25,22,0,9,0,1,29,1,0,2,2,2,0,0,0,38,12,4,19,12,4,0,0,4,6,6,1,74,69,2
0,46,11,11,0,53,12,49,24,0,1,0,1,2,1,2,0,16,49,4,46,4,8,0,0,11,42,0,30,2,0,2,2,0,2,0,4,40,40,0,25,12,4,0,0,1,6,6,1,71,45,2
0,34,8,0,0,25,14,12,14,1,1,2,0,5,0,-1,0,0,22,6,44,28,0,0,0,11,0,0,31,0,0,2,2,2,0,0,0,4,0,0,36,16,3,1,0,12,10,6,0,72,122,2
30,38,10,10,0,30,2,25,14,0,1,0,0,1,0,3,0,0,28,3,44,4,8,0,0,1,8,0,32,1,0,0,0,2,0,0,42,8,22,0,8,8,1,0,1,0,0,0,0,73,41,2
0,42,11,11,0,45,7,30,25,1,0,0,0,1,0,3,0,22,36,1,49,44,0,8,0,10,16,2,33,0,0,2,2,0,0,0,0,34,8,0,32,16,2,0,0,13,6,6,1,78,66,2
0,40,8,11,0,38,5,38,20,1,1,0,0,1,0,3,0,4,40,7,47,28,0,0,0,4,12,3,34,2,0,2,2,0,0,0,0,22,0,0,28,19,3,0,0,13,10,6,0,76,54,2
36,53,0,0,0,49,1,44,22,0,1,-1,0,0,0,4,1,25,48,3,40,0,0,4,0,1,12,0,35,1,0,0,0,1,0,0,44,44,22,0,8,0,3,0,1,0,6,6,0,70,18,0
0,34,11,11,0,45,9,38,13,1,0,-1,2,0,2,4,0,16,42,4,40,19,8,0,0,9,16,0,36,0,0,2,2,0,0,0,0,45,16,0,8,19,6,1,0,17,0,0,0,72,25,2
0,36,10,10,0,34,14,36,14,0,0,-1,0,0,0,4,0,0,30,3,40,30,0,0,0,9,4,0,37,1,0,2,2,0,2,0,0,40,12,0,25,19,3,1,0,17,5,5,0,73,36,2
0,25,0,0,0,8,7,19,10,0,1,1,0,4,0,0,0,0,16,2,48,30,4,0,0,7,0,2,38,1,0,2,2,1,0,0,0,0,0,0,38,8,5,0,0,12,7,0,0,73,121,2
0,40,11,0,0,32,11,22,18,1,1,1,0,4,0,0,0,16,34,5,42,0,8,8,1,9,25,0,39,0,0,2,2,0,0,0,0,32,19,0,22,4,6,0,0,2,6,6,0,71,89,2
0,50,11,11,0,44,2,45,20,1,1,-1,0,0,0,4,0,28,38,5,47,32,8,4,0,7,4,0,40,0,0,2,2,1,2,0,0,44,12,0,28,16,6,0,0,17,0,0,1,76,50,1
0,40,11,11,0,45,14,36,11,1,1,-1,0,0,0,4,0,0,38,4,44,0,0,0,0,2,0,0,41,2,0,2,2,0,0,0,0,36,0,4,4,4,6,0,0,16,6,6,0,71,23,2
0,34,11,11,0,32,3,36,19,1,0,1,0,3,0,1,0,0,32,2,42,38,0,0,0,4,0,2,42,0,0,2,2,1,0,0,0,22,0,0,34,12,0,0,0,10,0,0,1,74,99,0
0,44,0,0,0,38,14,42,15,1,1,1,0,3,0,1,0,25,40,5,40,0,4,0,0,7,28,0,43,2,0,2,2,2,0,0,4,28,28,0,19,8,4,0,0,1,6,6,0,69,44,2
47,44,0,0,0,19,13,16,14,0,1,-1,0,0,0,4,0,8,16,0,36,8,8,8,0,1,12,0,44,0,0,0,0,1,0,0,53,25,19,0,16,28,2,0,4,0,3,7,1,76,53,1
0,47,8,8,0,38,13,38,16,0,0,0,0,2,0,2,0,30,32,1,44,0,22,25,0,7,12,2,45,0,0,1,1,0,0,0,0,38,12,0,16,25,2,0,0,4,10,10,0,75,75,2
0,40,11,11,0,36,9,36,12,1,0,1,0,3,0,1,0,32,30,5,36,4,28,36,0,7,8,0,46,0,0,2,2,0,2,0,0,34,16,4,28,16,4,1,0,4,0,0,1,74,84,2
0,44,11,11,0,48,5,46,20,1,1,0,0,1,0,3,0,4,45,5,42,0,4,0,0,11,0,0,47,2,0,2,2,2,0,0,0,46,8,0,4,4,2,0,0,16,6,6,0,71,31,2
0,30,8,0,4,38,14,38,10,0,0,-1,0,-1,0,5,0,25,30,6,16,0,4,12,0,11,25,0,48,0,0,2,2,0,0,0,8,36,28,0,8,4,0,0,0,3,10,0,0,74,20,2
38,56,0,0,0,45,14,45,25,0,1,-1,0,-1,0,5,1,32,45,4,50,0,0,0,0,7,16,0,49,0,0,0,0,2,0,0,48,44,16,0,12,19,4,0,1,0,3,0,0,76,27,2
0,25,11,11,0,16,14,16,14,1,1,3,0,3,0,1,0,0,4,4,40,0,34,38,0,4,0,0,50,2,0,2,2,0,0,0,0,19,22,0,36,12,3,0,0,9,6,6,0,76,113,2
0,38,11,0,4,42,14,46,20,1,0,0,0,1,0,3,0,22,46,4,42,19,0,0,0,9,12,0,51,0,0,2,2,1,0,0,0,42,4,0,8,16,1,0,0,16,6,7,0,70,27,2
0,34,11,11,0,16,12,4,14,0,0,1,0,4,0,0,0,4,8,6,44,32,0,0,0,7,0,4,52,0,0,2,2,0,0,0,0,4,0,0,44,12,3,0,0,12,4,4,0,76,128,2
0,42,10,10,0,47,12,46,29,0,0,0,0,3,0,1,0,25,40,4,52,47,8,0,0,9,25,0,53,0,0,2,2,0,0,0,0,16,16,0,38,25,6,0,0,14,6,6,1,72,65,2
0,46,0,0,46,4,7,4,22,0,0,0,0,-1,0,5,0,0,0,1,47,8,4,0,0,1,0,2,54,1,0,0,0,0,0,0,0,0,0,50,0,16,3,0,0,19,0,0,0,69,0,2
0,38,11,11,0,40,7,42,11,1,0,0,0,1,0,3,0,12,40,3,34,22,0,0,0,1,4,0,55,2,0,2,2,0,0,0,0,36,8,0,12,8,4,1,0,17,6,6,0,71,34,2
0,38,8,8,0,38,5,40,15,0,1,0,0,2,0,2,0,19,38,6,42,12,12,0,0,9,28,0,56,0,0,2,2,0,0,0,4,16,28,0,19,0,6,0,0,1,10,10,0,69,37,2
0,30,8,0,0,30,9,25,9,0,1,0,0,3,0,1,0,4,19,5,36,34,4,8,0,4,0,0,57,0,0,0,0,1,0,0,0,16,0,0,36,34,6,0,0,10,10,7,0,76,96,2
0,38,0,0,0,40,4,34,13,0,1,1,0,3,0,1,0,28,38,0,42,4,16,4,0,7,34,2,58,0,0,2,2,0,0,0,0,30,34,0,25,8,0,0,0,1,6,6,1,66,43,2
0,34,0,0,0,19,2,8,16,1,1,4,0,5,0,-1,0,8,0,6,36,0,32,42,1,4,0,0,59,0,0,0,0,0,0,0,0,4,0,0,50,4,4,0,0,9,6,6,0,77,174,2
0,36,0,0,0,22,14,22,17,1,0,1,0,4,0,0,0,0,16,6,38,32,0,0,0,9,0,0,60,2,0,2,2,0,0,0,0,16,0,0,36,16,0,0,0,12,6,6,0,74,114,2
0,47,11,11,4,52,14,50,24,1,1,-1,0,-1,0,5,0,42,46,5,44,12,4,12,0,1,12,0,61,0,0,2,2,0,0,0,8,50,16,4,8,19,5,0,0,3,6,6,1,75,31,2
0,44,11,11,0,45,11,40,19,1,1,0,0,2,0,2,0,28,45,4,46,0,16,4,0,9,42,0,62,0,0,2,2,1,2,0,0,19,38,0,32,28,0,0,0,1,7,0,1,72,61,1
0,34,0,0,0,4,13,0,8,1,0,3,0,3,0,1,0,0,0,7,32,0,32,30,0,7,0,2,63,1,0,2,2,0,0,0,0,4,0,0,38,19,3,0,0,5,0,0,0,78,129,2
0,42,0,0,0,32,13,28,24,1,1,1,0,4,0,0,0,12,28,1,44,38,4,4,0,10,28,2,64,0,0,2,2,0,0,0,0,30,22,0,44,16,6,0,0,12,6,6,1,76,142,2
45,46,10,10,0,8,3,19,24,1,0,0,0,1,0,3,0,8,19,7,45,4,0,4,0,7,8,2,65,0,0,0,0,1,0,0,51,16,8,0,12,19,0,0,1,0,7,4,1,74,45,1
0,44,0,0,34,0,7,4,13,0,1,0,0,0,0,4,0,0,8,2,49,4,0,0,0,2,0,2,66,0,0,0,0,0,0,0,0,0,0,40,0,12,5,0,0,19,0,0,0,70,20,2
0,36,0,0,0,28,14,25,22,1,0,1,0,4,0,0,0,0,19,3,42,40,0,0,0,4,0,0,67,1,0,2,2,0,0,0,0,4,0,0,45,12,3,0,0,12,6,6,1,76,120,2
4,32,0,0,4,36,7,46,20,0,1,0,0,1,0,3,0,25,44,4,38,4,0,0,0,7,12,0,68,0,0,2,2,0,0,0,8,44,16,0,8,0,6,1,0,3,6,6,0,73,40,2
0,44,8,8,0,40,3,36,26,1,1,1,0,3,0,1,0,19,40,5,45,40,0,0,0,10,12,0,69,0,0,2,2,0,0,0,0,19,4,0,30,28,5,0,0,14,10,10,1,73,84,2
0,38,0,0,4,44,1,42,14,1,0,-1,0,0,0,4,0,8,42,3,44,0,4,4,0,1,0,0,70,0,0,2,2,0,2,0,0,34,0,0,0,12,4,1,0,16,6,6,0,69,4,2
0,46,0,0,0,50,5,49,20,0,0,0,0,1,0,3,0,16,42,0,47,28,0,0,0,7,16,2,71,1,0,2,2,0,0,0,0,47,12,0,25,12,3,1,0,18,6,6,1,75,51,2
40,46,0,0,0,16,5,19,19,1,1,0,0,1,0,3,0,0,12,5,50,0,8,0,0,9,4,0,72,0,0,0,0,0,0,0,50,22,8,0,8,16,6,0,1,0,3,0,0,75,50,2
30,47,8,8,0,48,14,50,24,1,1,0,0,2,0,2,1,22,48,3,47,4,4,8,0,7,44,0,73,0,0,2,2,0,2,0,34,34,42,0,28,19,5,0,0,1,10,10,0,71,41,2
44,40,0,0,0,44,14,45,20,1,1,-1,0,-1,0,5,1,12,34,6,42,19,0,0,0,7,8,0,74,0,0,2,2,0,0,0,44,47,0,0,16,0,3,1,0,1,6,6,0,74,24,2
34,46,11,0,0,22,3,16,17,1,0,-1,0,0,0,4,0,0,22,1,47,8,0,4,0,2,8,2,75,0,0,0,0,1,0,0,46,4,16,0,8,16,4,0,1,0,3,0,1,74,37,1
0,30,8,8,0,4,7,19,14,1,0,1,0,4,0,0,0,0,4,0,42,40,8,0,0,9,0,2,76,1,0,2,2,0,0,0,0,0,0,0,42,16,3,1,0,12,10,10,0,74,129,2
0,28,0,0,0,28,2,30,17,0,1,1,0,3,0,1,0,4,22,0,42,32,0,0,0,9,0,0,77,0,0,2,2,2,0,0,0,25,0,0,36,28,6,0,0,11,6,6,0,74,97,2
0,36,0,0,0,16,7,16,14,0,0,3,0,4,0,0,0,8,12,7,44,4,40,38,0,10,0,2,78,0,0,2,2,0,0,0,0,0,0,0,38,4,6,0,0,6,0,0,0,75,114,2
8,36,0,0,0,42,0,45,14,1,0,-1,0,-1,0,5,0,30,40,5,36,0,4,0,0,7,0,0,79,0,0,2,2,1,0,0,8,38,8,4,0,4,5,0,0,3,7,6,0,74,15,0
0,45,11,11,0,36,1,36,22,0,1,0,0,1,0,3,0,8,34,4,46,44,4,0,0,4,12,0,80,2,0,2,2,0,0,0,0,32,8,0,32,19,6,0,0,14,0,0,1,78,68,2
0,45,8,8,0,36,5,32,20,0,0,0,0,2,0,2,0,16,36,4,47,34,8,4,1,7,8,0,81,0,0,2,2,1,0,0,0,0,0,0,32,16,2,0,0,14,10,10,0,74,67,2
4,44,10,10,0,54,5,48,27,1,0,0,0,0,0,4,0,40,52,5,49,0,4,8,0,9,12,0,82,2,0,2,2,0,0,0,0,47,22,0,12,4,3,0,0,3,6,6,1,74,42,2
0,32,0,0,0,16,7,0,22,0,1,4,0,5,0,-1,0,8,8,1,42,8,45,45,0,4,0,2,83,2,0,2,2,0,0,0,0,0,0,0,50,16,1,0,0,9,5,5,1,77,165,2
38,42,11,11,0,30,7,40,16,1,0,0,0,2,0,2,1,12,32,1,42,25,0,0,0,9,16,1,84,0,0,2,2,1,0,0,47,36,4,0,19,16,6,0,0,3,5,7,0,72,47,0
8,42,8,11,0,44,14,40,14,0,1,-1,0,-1,0,5,0,22,45,6,40,8,0,0,0,7,0,0,85,2,0,2,2,0,0,0,0,45,8,0,0,8,1,0,0,3,10,6,0,74,16,2
38,45,11,11,4,51,5,48,19,0,0,-1,0,-1,0,5,1,34,48,3,42,8,0,0,0,1,4,0,86,0,0,2,2,0,0,0,36,47,8,0,4,16,0,0,0,3,0,0,0,75,15,2
0,32,5,5,0,8,5,19,14,1,1,3,0,3,0,1,0,0,4,2,42,25,44,36,0,9,0,2,87,0,0,2,2,2,0,0,0,0,0,0,36,22,3,0,0,8,0,0,0,76,113,2
0,25,0,0,0,38,2,22,24,0,0,2,0,5,0,-1,0,4,28,5,40,44,4,8,0,9,0,0,88,0,0,2,2,0,2,0,0,8,0,0,42,16,3,1,0,12,6,6,1,71,132,2
0,47,11,11,0,34,7,28,21,0,0,0,0,1,0,3,0,8,32,3,50,42,0,8,0,9,16,0,89,2,0,2,2,0,0,0,0,28,4,0,25,25,5,0,0,14,0,0,1,78,69,2
0,34,10,10,0,42,5,50,16,1,0,0,0,2,0,2,0,8,38,4,42,8,0,0,0,9,34,0,90,2,0,0,0,0,0,0,0,32,25,0,28,12,4,1,0,1,6,6,1,75,75,2
0,36,10,10,0,16,14,8,15,1,1,3,0,4,0,0,0,0,4,4,25,8,36,38,0,7,0,0,91,1,0,2,2,0,0,0,0,4,0,0,42,4,5,0,0,9,6,6,0,77,157,2
0,28,0,0,0,0,3,12,17,1,0,4,0,5,0,-1,0,4,8,5,44,0,36,42,1,7,0,0,92,0,0,2,2,2,0,0,0,0,0,0,48,16,0,1,0,9,5,5,0,76,157,2
0,42,10,10,0,32,14,32,18,0,1,1,0,3,0,1,0,0,25,4,47,30,0,4,0,4,4,0,93,0,0,2,2,0,2,0,0,28,4,0,28,4,5,1,0,13,0,0,0,73,75,2
44,47,0,0,0,25,13,12,20,1,0,0,0,1,0,3,0,16,22,2,46,0,0,0,0,2,8,0,94,0,0,0,0,2,0,0,46,19,19,0,12,22,5,0,4,0,3,6,1,75,51,2
0,42,0,0,0,46,2,49,22,0,0,0,0,2,0,2,0,25,46,5,42,0,0,0,0,1,25,0,95,0,0,2,2,0,0,0,0,19,28,0,22,0,2,0,0,1,0,0,1,70,38,2
0,42,11,11,0,47,4,40,20,1,0,0,0,1,0,3,0,19,36,6,46,22,0,4,0,7,8,3,96,0,0,2,2,2,2,0,0,46,12,0,28,16,4,1,0,17,0,0,1,75,57,2
0,36,0,0,0,25,12,30,18,1,1,1,0,3,0,1,0,4,19,1,40,34,0,4,0,11,12,2,97,0,0,2,2,0,0,0,0,28,0,0,34,19,1,1,0,11,0,0,0,76,113,2
0,42,11,11,0,38,5,38,13,1,1,1,0,3,0,1,0,12,42,6,40,0,8,12,0,2,34,0,98,0,0,2,2,0,0,0,4,30,34,0,25,8,0,0,0,1,5,5,1,66,45,2
0,48,11,11,0,32,5,34,14,1,0,0,0,3,0,1,0,19,25,3,42,30,8,4,0,7,8,0,99,1,0,2,2,0,0,0,0,25,0,0,22,12,6,1,0,13,6,6,0,74,75,2
0,32,8,8,0,38,2,40,22,1,0,0,0,2,0,2,0,4,34,3,44,40,4,4,0,7,0,0,100,0,0,2,2,1,0,0,0,22,0,0,34,19,1,0,0,10,10,10,1,76,80,1
0,32,0,0,0,8,7,8,18,0,0,3,0,4,0,0,0,8,8,1,32,0,45,42,0,4,0,3,101,0,0,2,2,0,0,0,0,4,0,0,42,19,6,0,0,6,6,6,0,76,141,2
0,36,8,8,0,46,11,46,14,1,1,-1,0,0,0,4,0,22,38,4,34,8,4,4,0,9,22,0,102,0,0,2,2,0,0,0,0,30,4,0,0,4,4,0,0,16,10,10,0,69,3,2
0,44,11,11,0,38,5,38,27,0,0,0,0,2,0,2,0,19,30,4,47,46,25,30,0,9,28,0,103,2,0,2,2,0,0,0,0,32,25,0,44,30,1,1,0,10,0,0,0,78,99,2
0,45,0,0,0,50,9,50,20,0,0,0,0,1,0,3,0,22,47,5,44,8,0,0,0,9,8,0,104,0,0,2,2,0,0,0,0,48,4,4,8,0,0,0,0,16,6,6,0,71,38,2
34,47,8,8,0,32,1,30,16,0,0,-1,0,-1,0,5,0,0,32,3,40,0,4,8,0,7,8,0,105,2,0,0,0,0,0,0,42,30,8,0,4,4,2,0,1,0,10,10,0,73,20,2
0,32,11,0,0,0,0,0,17,1,1,3,0,3,0,1,0,8,0,1,45,4,40,38,0,4,0,2,106,0,0,2,2,2,0,0,0,8,0,0,42,22,5,0,0,5,0,0,1,78,128,2
0,44,8,8,0,25,12,8,16,0,0,1,0,4,0,0,0,0,22,1,38,28,0,8,0,10,0,2,107,2,0,2,2,0,0,0,0,0,0,0,32,16,3,0,0,12,10,10,0,74,115,2
0,28,10,10,0,12,7,0,17,0,1,4,0,5,0,-1,0,0,8,7,40,0,40,44,0,7,0,1,108,0,0,1,1,1,0,0,0,0,0,0,46,8,3,0,0,7,7,5,0,74,148,0
0,45,11,11,0,52,5,48,24,1,1,0,0,1,0,3,0,32,52,4,50,12,8,0,0,7,8,0,109,2,0,2,2,0,0,0,8,46,12,0,12,19,5,0,0,3,6,6,1,70,34,2
0,51,11,11,0,51,14,50,24,1,0,0,0,1,0,3,0,22,46,6,52,30,4,16,0,7,12,0,110,1,0,2,2,0,0,0,0,47,12,0,30,30,5,0,0,18,0,0,1,74,47,2
0,28,0,0,0,25,11,4,27,0,1,3,1,4,1,0,0,8,22,7,47,8,45,50,0,11,0,2,111,0,0,2,2,0,0,0,0,16,0,0,46,28,6,0,0,6,6,6,1,75,116,2
0,25,0,0,0,12,2,8,17,1,1,3,0,3,0,1,0,0,8,5,36,0,42,36,0,4,0,0,112,0,0,2,2,1,0,0,0,0,0,0,38,16,0,0,0,8,0,0,0,77,112,1
0,28,0,0,0,30,0,8,24,1,1,3,0,4,0,0,0,0,8,0,47,0,48,48,0,9,0,2,113,1,0,2,2,2,0,0,0,4,0,0,47,25,2,0,0,8,0,0,1,76,152,2
0,22,10,10,0,16,5,12,11,1,1,3,0,4,0,0,0,0,0,4,8,8,32,25,0,11,0,0,114,2,0,1,1,0,0,0,0,0,0,0,34,12,6,0,0,7,0,0,0,75,130,2
38,49,0,0,0,44,13,34,27,0,1,1,0,2,0,2,0,19,30,2,50,0,4,0,0,2,25,2,115,0,0,0,0,0,0,0,54,34,22,0,25,16,3,0,4,0,6,6,1,75,70,2
0,40,8,11,0,32,5,32,16,0,1,1,0,3,0,1,0,16,28,5,42,28,0,0,0,4,12,0,116,0,0,2,2,0,0,0,0,25,8,0,28,12,3,1,0,14,10,0,0,72,71,2
0,58,10,10,40,0,7,8,9,0,1,0,0,0,0,4,0,0,12,7,22,4,4,4,0,7,0,2,117,0,0,0,0,0,0,0,4,8,0,38,8,4,4,0,0,20,0,0,0,75,35,2
8,30,8,0,0,49,2,47,13,0,1,-1,0,0,0,4,0,25,40,4,44,4,0,4,0,2,12,0,118,0,0,2,2,1,0,0,8,36,19,4,4,16,4,1,0,3,10,7,0,72,21,0
0,38,8,8,4,57,12,53,18,0,0,-1,0,-1,0,5,0,22,49,5,44,4,8,0,0,7,0,0,119,0,0,2,2,0,0,0,0,44,8,4,0,8,4,0,0,3,10,10,1,74,23,2
0,42,0,0,4,51,12,48,18,1,0,0,0,1,0,3,0,42,44,5,36,4,8,8,0,2,22,0,120,0,0,2,2,2,2,0,4,49,22,0,22,12,3,0,0,3,6,6,1,78,70,2
0,32,0,0,0,0,7,0,13,0,1,4,0,5,0,-1,0,0,12,0,32,4,38,34,0,7,0,2,121,2,0,2,2,1,0,0,0,0,0,0,40,8,5,0,0,8,7,0,0,73,135,0
0,38,0,0,0,16,14,16,22,0,1,3,0,4,0,0,0,0,4,6,46,8,38,44,1,10,0,0,122,2,0,2,2,0,0,0,0,0,0,0,46,19,0,1,0,9,0,0,1,77,154,2
0,44,11,11,0,40,7,40,19,0,0,0,0,2,0,2,0,19,32,5,50,25,4,0,0,10,8,0,123,0,0,2,2,1,0,0,0,16,4,0,19,12,6,1,0,15,7,0,0,75,74,2
0,34,10,10,0,30,14,25,17,1,1,0,0,3,0,1,0,8,25,6,42,38,4,0,0,11,0,0,124,1,0,2,2,0,0,0,0,28,0,0,36,32,4,0,0,11,0,0,0,74,88,2
0,44,11,0,0,28,0,30,14,1,0,0,0,2,0,2,0,19,32,4,45,4,16,12,0,4,22,0,125,0,0,2,2,0,0,0,4,25,22,0,22,19,0,0,0,2,6,6,1,76,74,2
0,40,0,0,0,38,14,34,24,0,1,0,0,3,0,1,0,4,30,5,45,40,4,0,0,10,12,0,126,0,0,2,2,0,0,0,0,32,0,0,38,19,4,0,0,10,6,6,1,75,81,2
0,36,0,0,0,19,14,12,13,1,0,3,0,4,0,0,0,4,4,3,38,8,32,36,0,9,0,0,127,0,0,2,2,0,0,0,0,0,0,0,36,16,5,0,0,6,6,6,0,77,147,2
0,42,11,0,0,45,2,49,22,0,1,-1,0,0,0,4,1,22,46,3,46,16,12,12,0,7,12,0,128,1,0,2,2,1,2,0,4,46,22,0,16,0,0,1,0,3,6,7,0,75,39,1
