GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
1230,5,4,3,9,5,9
810,12,5,3,10,5,10
1170,7,1,3,10,5,10
720,4,11,3,10,4,10
1140,9,2,3,10,5,10
990,6,10,3,10,4,10
1020,8,7,3,11,5,11
810,2,1,3,11,5,11
690,4,3,3,12,5,12
1110,10,9,3,12,3,12
780,6,5,3,13,5,13
540,12,11,3,13,5,13
840,3,6,3,14,5,14
960,8,4,3,14,5,14
690,2,7,3,14,3,14
