GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
780,12,3,3,5,5,5
1230,6,15,3,5,5,5
1140,2,11,3,5,5,5
1020,5,8,3,6,5,6
660,12,9,3,6,4,6
840,7,15,3,6,5,6
1230,14,1,3,6,4,6
1080,17,2,3,6,5,6
780,11,16,3,6,5,6
600,6,3,3,6,4,6
1260,10,13,3,6,5,6
990,7,1,3,7,5,7
990,13,4,3,7,5,7
660,14,12,3,7,5,7
1140,3,10,3,7,5,7
1200,2,6,3,7,5,7
960,17,11,3,7,5,7
1080,8,15,3,7,5,7
540,16,5,3,7,5,7
690,5,12,3,8,4,8
780,10,14,3,8,5,8
1110,15,4,3,8,5,8
1050,2,8,3,8,5,8
570,6,16,3,8,5,8
960,11,13,3,8,5,8
1110,1,3,3,8,5,8
600,9,7,3,8,5,8
1230,4,17,3,9,5,9
1020,16,10,3,9,4,9
930,3,9,3,9,5,9
720,2,1,3,11,5,11
870,4,3,3,11,5,11
930,13,12,3,11,5,11
1200,7,6,3,11,5,11
720,9,10,3,11,5,11
930,16,17,3,11,5,11
870,5,4,3,12,5,12
960,8,7,3,12,5,12
1200,17,1,3,12,5,12
780,15,16,3,12,5,12
870,11,10,3,12,5,12
960,13,14,3,12,5,12
1110,12,11,3,13,5,13
870,3,2,3,13,5,13
600,14,15,3,13,5,13
990,9,8,3,13,5,13
630,6,5,3,13,5,13
900,2,12,4,3,3,3
630,3,1,4,3,5,3
570,14,16,4,3,5,3
810,7,17,4,3,5,3
840,5,11,4,3,5,3
660,8,4,4,3,5,3
600,9,6,4,3,5,3
660,15,13,4,3,5,3
630,6,3,4,4,5,4
900,9,14,4,4,5,4
1110,1,8,4,4,5,4
780,2,13,4,4,5,4
900,12,10,4,4,5,4
870,7,5,4,4,5,4
900,11,4,4,4,5,4
780,15,17,4,4,5,4
900,16,10,4,5,4,5
900,1,11,4,5,5,5
990,15,12,4,5,5,5
720,13,17,4,5,5,5
900,3,5,4,5,4,5
780,4,7,4,5,5,5
1230,8,6,4,5,5,5
540,2,14,4,5,5,5
1230,12,8,4,6,5,6
1020,15,2,4,6,5,6
690,11,9,4,6,5,6
600,10,6,4,6,5,6
1140,17,3,4,6,5,6
1050,4,16,4,6,5,6
1110,13,5,4,6,5,6
1170,1,7,4,6,5,6
960,6,12,4,7,5,7
870,5,16,4,7,5,7
1140,3,8,4,7,5,7
600,11,15,4,7,5,7
1200,14,7,4,7,5,7
540,10,2,4,7,5,7
900,17,4,4,7,5,7
810,13,9,4,7,5,7
1050,9,15,4,8,5,8
1200,8,10,4,8,5,8
840,2,17,4,8,5,8
870,12,1,4,8,5,8
720,16,13,4,8,5,8
840,6,4,4,8,5,8
690,5,14,4,8,5,8
630,7,3,4,8,5,8
810,10,1,4,9,5,9
870,14,11,4,9,5,9
810,16,9,4,9,4,9
930,9,10,4,11,5,11
750,6,7,4,11,5,11
810,12,13,4,11,5,11
660,1,2,4,11,5,11
1050,17,16,4,11,5,11
990,4,3,4,11,5,11
1020,4,5,4,12,5,12
690,7,8,4,12,5,12
960,16,15,4,12,5,12
960,17,1,4,12,4,12
780,10,11,4,12,5,12
660,13,14,4,12,5,12
1260,8,9,4,13,5,13
870,5,6,4,13,5,13
600,11,12,4,13,5,13
990,14,15,4,13,5,13
900,3,2,4,13,5,13
810,7,5,5,3,3,3
1260,3,9,5,3,4,3
570,17,14,5,3,5,3
660,11,15,5,3,5,3
1080,13,6,5,3,4,3
1020,2,12,5,3,5,3
1080,10,8,5,3,5,3
570,1,16,5,3,5,3
840,1,13,5,4,5,4
870,2,7,5,4,5,4
990,9,14,5,4,5,4
660,3,16,5,4,5,4
750,5,11,5,4,4,4
750,12,10,5,4,5,4
1170,17,4,5,4,5,4
720,8,6,5,4,5,4
1020,6,16,5,5,5,5
750,8,11,5,5,5,5
1020,10,15,5,5,4,5
1140,9,17,5,5,5,5
960,1,3,5,5,5,5
1260,14,12,5,5,5,5
1020,4,7,5,5,5,5
600,13,2,5,5,5,5
1110,15,4,5,6,5,6
1080,10,2,5,6,4,6
960,7,16,5,6,5,6
810,8,1,5,6,5,6
1260,11,6,5,6,5,6
840,14,3,5,6,4,6
1110,5,13,5,6,5,6
960,17,12,5,6,3,6
1170,16,5,5,7,5,7
810,7,11,5,7,5,7
660,6,9,5,7,5,7
1110,2,14,5,7,5,7
1110,4,8,5,7,5,7
600,17,13,5,7,4,7
1020,12,15,5,7,5,7
1230,10,3,5,7,5,7
660,11,2,5,8,5,8
1050,3,17,5,8,5,8
630,5,10,5,8,5,8
990,13,4,5,8,5,8
540,16,9,5,8,5,8
1020,15,8,5,8,5,8
600,12,6,5,8,5,8
780,14,7,5,8,5,8
690,9,5,5,9,5,9
1230,15,1,5,9,5,9
660,4,1,5,10,5,10
1110,4,3,5,11,5,11
930,13,12,5,11,5,11
1080,2,1,5,11,5,11
1200,6,7,5,11,5,11
660,16,15,5,11,4,11
1230,9,10,5,11,5,11
630,5,4,5,12,5,12
1200,11,10,5,12,5,12
840,7,8,5,12,5,12
930,16,17,5,12,5,12
1110,14,13,5,12,5,12
990,1,17,5,13,5,13
600,15,14,5,13,5,13
870,8,9,5,13,5,13
840,6,5,5,13,5,13
1050,12,11,5,13,5,13
690,3,2,5,13,5,13
